,tx,ty,tz,PL,Zlayer,angle
0,5.920822e-05,0.00021488344,0.000118418504,1,1,1
1,6.250100400000003e-05,4.250882000000001e-05,0.00012500285800000005,1,2,1
2,-2.4696050000000002e-05,-5.523856799999999e-05,-4.939338e-05,1,3,1
3,-3.9752971199999994e-05,0.000174000424,-7.950459200000001e-05,1,4,1
4,-5.667490000000005e-06,4.949546599999999e-05,-1.1334978000000006e-05,1,5,1
5,-7.138290399999997e-05,9.3122738e-05,-0.00014276771399999996,1,6,1
6,-0.00019255607200000001,-5.029367400000002e-05,-0.00038511334000000013,1,7,1
7,-1.073330022e-05,-2.9594327199999993e-05,-2.146665264e-05,1,8,1
8,2.8710847999999976e-07,-2.843966e-06,5.742217199999998e-07,1,9,1
9,2.0262529999999987e-07,-1.6445558299999995e-06,4.052493999999999e-07,1,10,1
10,2.117842208e-06,-8.29831134e-07,4.235689766e-06,1,11,1
11,3.0331748600000003e-07,-2.67456614e-07,6.066340160000001e-07,1,12,1
12,-2.697085e-06,-1.510931062e-06,-5.394169599999999e-06,1,13,1
13,8.795748799999999e-09,6.9945868e-09,1.7591504199999994e-08,1,14,1
14,-2.3509434000000004e-11,-2.35777666e-11,-4.701958599999999e-11,1,15,1
15,0.0,0.0,0.0,1,16,1
16,-2.60060958e-09,6.594528599999999e-09,-5.201236399999999e-09,1,17,1
17,-1.0008661200000002e-06,1.7663295000000002e-06,-2.0017402399999997e-06,1,18,1
0,0.00010581718999999999,0.00030841523999999994,0.00021163495999999997,2,1,1
1,0.00010090064799999996,-6.365516399999998e-05,0.00020180255999999993,2,2,1
2,-6.964113999999999e-05,-8.691962999999999e-05,-0.00013928159200000002,2,3,1
3,-4.6093346000000014e-05,6.6995066e-05,-9.218728e-05,2,4,1
4,-9.659474599999999e-05,-4.397556000000001e-05,-0.00019319180200000002,2,5,1
5,-9.3400356e-05,9.558257800000003e-05,-0.000186803756,2,6,1
6,-0.00011675180680000003,1.544609919999999e-05,-0.00023349836160000008,2,7,1
7,-1.3241955884800007e-05,-5.5231964000000004e-05,-2.6484034769399995e-05,2,8,1
8,2.2506192200000004e-06,-8.473626674e-06,4.501202139999999e-06,2,9,1
9,-5.076502480000001e-07,-2.3480571400000004e-06,-1.0153268559999998e-06,2,10,1
10,2.914865948e-06,9.8642354e-07,5.829735378e-06,2,11,1
11,3.14607808e-07,2.44980328e-07,6.292167899999999e-07,2,12,1
12,-2.5347292199999998e-06,-1.6040021298e-06,-5.069434619999999e-06,2,13,1
